date,account_id,service,region,environment,cost_usd,usage_type,pricing_model,project,owner,currency
2026-01-14,1656,Amazon RDS,eu-central-1,QA,27.29,Network,Reserved,FinOps,Miguel,USD
2026-01-14,1285,Amazon EC2,us-east-1,QA,29.42,Network,On-Demand,FinOps,DataTeam,USD
2026-01-14,1737,Amazon RDS,us-east-1,QA,16.18,Network,Reserved,FinOps,DataTeam,USD
2026-01-14,1340,Amazon EC2,us-west-2,Production,27.71,Compute,Spot,WebApp,DataTeam,USD
2026-01-14,1195,Amazon S3,us-west-2,Production,20.37,Storage,Spot,WebApp,DataTeam,USD
2026-01-14,1100,Amazon RDS,us-west-2,Production,42.73,Storage,Reserved,FinOps,DevOps,USD
2026-01-14,1669,Amazon S3,us-west-2,QA,18.42,Network,Reserved,FinOps,DevOps,USD
2026-01-14,1674,CloudFront,us-west-2,Production,71.02,Storage,Reserved,Analytics,DataTeam,USD
2026-01-14,1961,Amazon EC2,us-east-1,Dev,86.89,Network,Reserved,FinOps,DataTeam,USD
2026-01-14,1435,CloudFront,eu-central-1,Production,42.87,Compute,On-Demand,FinOps,DataTeam,USD
2026-01-14,1993,CloudFront,us-east-1,Production,96.5,Compute,Spot,Analytics,DataTeam,USD
2026-01-14,1827,CloudFront,eu-central-1,QA,5.03,Network,Reserved,Analytics,DevOps,USD
2026-01-14,1286,AWS Lambda,eu-central-1,Dev,79.17,Storage,On-Demand,Analytics,DataTeam,USD
2026-01-14,1689,AWS Lambda,us-east-1,Production,71.03,Compute,Spot,WebApp,Miguel,USD
2026-01-14,1148,AWS Lambda,us-east-1,QA,30.21,Network,On-Demand,WebApp,Miguel,USD
2026-01-14,1358,CloudFront,us-east-1,QA,45.48,Network,On-Demand,WebApp,DataTeam,USD
2026-01-14,1482,CloudFront,eu-central-1,Production,44.34,Storage,Spot,FinOps,Miguel,USD
2026-01-14,1509,CloudFront,eu-central-1,QA,17.71,Compute,Reserved,Analytics,DevOps,USD
2026-01-14,1649,CloudFront,eu-central-1,QA,23.02,Compute,On-Demand,FinOps,Miguel,USD
2026-01-15,1241,Amazon S3,us-east-1,Dev,23.89,Compute,On-Demand,FinOps,DevOps,USD
2026-01-15,1699,Amazon EC2,eu-central-1,Production,52.44,Network,On-Demand,Analytics,DataTeam,USD
2026-01-15,1545,Amazon RDS,us-west-2,Production,40.71,Compute,Reserved,Analytics,Miguel,USD
2026-01-15,1396,Amazon S3,us-east-1,Dev,14.7,Compute,On-Demand,FinOps,DataTeam,USD
2026-01-15,1559,Amazon RDS,us-east-1,Dev,84.88,Storage,On-Demand,WebApp,DevOps,USD
2026-01-15,1775,Amazon S3,eu-central-1,QA,65.48,Network,On-Demand,WebApp,Miguel,USD
2026-01-15,1580,AWS Lambda,us-east-1,Production,69.62,Compute,On-Demand,WebApp,DevOps,USD
2026-01-15,1620,Amazon EC2,eu-central-1,Production,6.15,Compute,On-Demand,Analytics,DevOps,USD
2026-01-15,1650,Amazon RDS,eu-central-1,Production,67.83,Network,Spot,Analytics,Miguel,USD
2026-01-15,1349,CloudFront,us-west-2,QA,6.99,Compute,Spot,FinOps,Miguel,USD
2026-01-15,1462,Amazon S3,us-west-2,Production,16.53,Storage,Reserved,FinOps,Miguel,USD
2026-01-15,1377,Amazon EC2,eu-central-1,QA,90.1,Storage,On-Demand,WebApp,DataTeam,USD
2026-01-15,1692,CloudFront,eu-central-1,QA,17.17,Network,On-Demand,Analytics,DevOps,USD
2026-01-15,1664,Amazon EC2,eu-central-1,QA,46.74,Compute,Reserved,Analytics,DataTeam,USD
2026-01-15,1724,Amazon RDS,eu-central-1,QA,6.21,Compute,Spot,Analytics,DataTeam,USD
2026-01-15,1779,Amazon EC2,us-east-1,Production,28.96,Compute,Reserved,FinOps,DataTeam,USD
2026-01-15,1735,Amazon RDS,eu-central-1,QA,76.55,Compute,Reserved,FinOps,Miguel,USD
2026-01-15,1769,Amazon S3,us-east-1,Dev,73.97,Network,Reserved,WebApp,DevOps,USD
2026-01-15,1406,AWS Lambda,us-east-1,QA,56.51,Compute,On-Demand,WebApp,DevOps,USD
2026-01-15,1022,AWS Lambda,us-east-1,QA,87.97,Network,On-Demand,FinOps,DevOps,USD
2026-01-16,1185,Amazon S3,us-east-1,Dev,88.74,Network,Reserved,Analytics,DevOps,USD
2026-01-16,1009,Amazon EC2,us-east-1,QA,63.52,Network,Reserved,FinOps,Miguel,USD
2026-01-16,1499,Amazon EC2,us-west-2,QA,77.29,Storage,On-Demand,Analytics,DataTeam,USD
2026-01-16,1417,Amazon EC2,us-east-1,Dev,69.45,Network,Spot,WebApp,DataTeam,USD
2026-01-16,1100,AWS Lambda,us-west-2,Production,47.62,Storage,Reserved,WebApp,DataTeam,USD
2026-01-16,1741,CloudFront,us-east-1,QA,71.08,Compute,Reserved,Analytics,DataTeam,USD
2026-01-16,1187,Amazon RDS,us-east-1,Dev,13.83,Network,Spot,FinOps,DataTeam,USD
2026-01-16,1727,AWS Lambda,us-east-1,QA,58.34,Storage,Reserved,Analytics,DataTeam,USD
2026-01-16,1158,AWS Lambda,eu-central-1,Dev,65.47,Network,Reserved,FinOps,DataTeam,USD
2026-01-16,1997,Amazon S3,us-east-1,Production,83.39,Network,On-Demand,Analytics,DevOps,USD
2026-01-16,1182,Amazon EC2,us-east-1,QA,40.29,Compute,Spot,WebApp,DevOps,USD
2026-01-16,1824,AWS Lambda,us-west-2,Dev,21.48,Storage,Spot,WebApp,DevOps,USD
2026-01-16,1074,Amazon RDS,eu-central-1,Dev,95.28,Compute,On-Demand,FinOps,DataTeam,USD
2026-01-16,1770,Amazon S3,us-east-1,Production,7.3,Storage,Reserved,FinOps,DataTeam,USD
2026-01-16,1876,Amazon EC2,eu-central-1,Dev,10.33,Network,Reserved,Analytics,DevOps,USD
2026-01-16,1348,CloudFront,us-east-1,Dev,46.34,Compute,Reserved,Analytics,DataTeam,USD
2026-01-16,1930,Amazon S3,us-east-1,Dev,5.67,Compute,Reserved,Analytics,Miguel,USD
2026-01-16,1663,Amazon RDS,us-east-1,Dev,11.55,Storage,Reserved,Analytics,DevOps,USD
2026-01-16,1950,AWS Lambda,us-west-2,QA,30.84,Storage,Spot,Analytics,Miguel,USD
2026-01-16,1581,CloudFront,us-east-1,Dev,86.04,Network,Reserved,Analytics,DevOps,USD
2026-01-17,1532,Amazon EC2,us-west-2,Dev,78.33,Storage,Spot,WebApp,DataTeam,USD
2026-01-17,1147,AWS Lambda,eu-central-1,Production,42.38,Storage,Reserved,FinOps,Miguel,USD
2026-01-17,1020,Amazon S3,us-west-2,Dev,67.15,Storage,On-Demand,FinOps,DevOps,USD
2026-01-17,1856,AWS Lambda,us-east-1,Dev,22.39,Compute,Reserved,FinOps,DevOps,USD
2026-01-17,1326,Amazon S3,us-west-2,Production,56.79,Compute,On-Demand,Analytics,DataTeam,USD
2026-01-17,1680,AWS Lambda,eu-central-1,QA,57.14,Storage,Reserved,Analytics,DataTeam,USD
2026-01-17,1576,Amazon S3,us-west-2,Dev,18.39,Storage,On-Demand,Analytics,DataTeam,USD
2026-01-17,1143,Amazon S3,eu-central-1,Dev,76.18,Network,Reserved,WebApp,DataTeam,USD
2026-01-17,1703,AWS Lambda,eu-central-1,Production,52.24,Network,On-Demand,Analytics,DevOps,USD
2026-01-17,1877,Amazon RDS,us-west-2,Production,24.46,Compute,Spot,Analytics,DataTeam,USD
2026-01-17,1380,AWS Lambda,us-east-1,QA,76.32,Compute,Spot,Analytics,Miguel,USD
2026-01-17,1967,AWS Lambda,us-east-1,QA,52.29,Storage,Spot,WebApp,Miguel,USD
2026-01-17,1177,AWS Lambda,eu-central-1,Production,46.9,Network,Reserved,FinOps,Miguel,USD
2026-01-17,1071,CloudFront,eu-central-1,Dev,42.62,Storage,Reserved,Analytics,DataTeam,USD
2026-01-17,1385,Amazon RDS,eu-central-1,Production,39.49,Network,Reserved,WebApp,DataTeam,USD
2026-01-17,1219,Amazon EC2,us-east-1,Production,22.5,Compute,Spot,FinOps,DataTeam,USD
2026-01-17,1543,AWS Lambda,us-east-1,Production,52.99,Compute,Spot,FinOps,DevOps,USD
2026-01-17,1532,CloudFront,us-west-2,Dev,35.69,Storage,Reserved,WebApp,DevOps,USD
2026-01-17,1836,AWS Lambda,us-east-1,Production,55.1,Compute,Reserved,Analytics,DataTeam,USD
2026-01-17,1226,CloudFront,us-east-1,Dev,33.17,Storage,Reserved,Analytics,DevOps,USD
2026-01-18,1939,Amazon RDS,us-east-1,Production,90.62,Compute,On-Demand,Analytics,DataTeam,USD
2026-01-18,1587,AWS Lambda,us-west-2,QA,28.21,Storage,Reserved,FinOps,Miguel,USD
2026-01-18,1691,AWS Lambda,us-west-2,Dev,75.27,Storage,Reserved,WebApp,Miguel,USD
2026-01-18,1836,Amazon EC2,eu-central-1,QA,98.01,Network,On-Demand,FinOps,DataTeam,USD
2026-01-18,1482,Amazon S3,eu-central-1,Production,20.88,Compute,Spot,WebApp,DevOps,USD
2026-01-18,1515,AWS Lambda,us-west-2,Dev,25.48,Network,Spot,FinOps,DevOps,USD
2026-01-18,1628,Amazon EC2,us-east-1,QA,77.13,Compute,Spot,FinOps,DevOps,USD
2026-01-18,1844,Amazon RDS,eu-central-1,QA,66.82,Storage,Spot,WebApp,DevOps,USD
2026-01-18,1602,AWS Lambda,us-west-2,QA,48.73,Compute,Reserved,WebApp,DevOps,USD
2026-01-18,1595,AWS Lambda,us-east-1,Dev,45.04,Storage,Reserved,Analytics,DevOps,USD
2026-01-18,1082,Amazon EC2,us-west-2,Production,83.47,Network,On-Demand,FinOps,DevOps,USD
2026-01-18,1762,Amazon EC2,eu-central-1,Dev,31.74,Network,Reserved,Analytics,Miguel,USD
2026-01-18,1675,CloudFront,us-east-1,QA,9.38,Compute,On-Demand,Analytics,DevOps,USD
2026-01-18,1738,CloudFront,us-east-1,Production,74.37,Compute,Spot,Analytics,Miguel,USD
2026-01-18,1621,CloudFront,us-west-2,Dev,98.96,Network,Spot,FinOps,DataTeam,USD
2026-01-18,1431,Amazon EC2,us-west-2,Production,30.44,Storage,Reserved,FinOps,DevOps,USD
2026-01-18,1324,CloudFront,us-east-1,Production,51.4,Compute,On-Demand,FinOps,Miguel,USD
2026-01-18,1323,Amazon EC2,eu-central-1,Dev,11.15,Compute,On-Demand,WebApp,DevOps,USD
2026-01-18,1437,Amazon RDS,us-west-2,Production,18.06,Network,Reserved,FinOps,DataTeam,USD
2026-01-18,1818,CloudFront,us-west-2,Dev,71.75,Network,Spot,Analytics,Miguel,USD
2026-01-19,1853,AWS Lambda,us-west-2,QA,49.93,Compute,On-Demand,WebApp,DataTeam,USD
2026-01-19,1721,Amazon EC2,us-east-1,Dev,49.89,Storage,Spot,WebApp,DataTeam,USD
2026-01-19,1440,Amazon EC2,us-east-1,Dev,50.79,Storage,Spot,FinOps,Miguel,USD
2026-01-19,1700,CloudFront,us-west-2,Dev,5.73,Storage,Spot,FinOps,DataTeam,USD
2026-01-19,1756,CloudFront,us-east-1,QA,42.7,Storage,Reserved,FinOps,Miguel,USD
2026-01-19,1816,CloudFront,us-east-1,Dev,15.81,Network,Spot,WebApp,DevOps,USD
2026-01-19,1550,Amazon EC2,us-east-1,Production,9.26,Network,On-Demand,WebApp,DataTeam,USD
2026-01-19,1000,CloudFront,eu-central-1,Dev,72.83,Compute,On-Demand,FinOps,DataTeam,USD
2026-01-19,1249,Amazon RDS,us-east-1,Dev,65.46,Network,Reserved,FinOps,DevOps,USD
2026-01-19,1686,Amazon EC2,us-west-2,QA,15.88,Storage,On-Demand,WebApp,DataTeam,USD
2026-01-19,1658,CloudFront,eu-central-1,Dev,11.75,Storage,Spot,WebApp,Miguel,USD
2026-01-19,1958,Amazon S3,us-east-1,Dev,66.41,Network,Spot,FinOps,DataTeam,USD
2026-01-19,1562,Amazon S3,us-west-2,Dev,63.19,Network,Reserved,WebApp,Miguel,USD
2026-01-19,1604,Amazon S3,us-west-2,Production,55.73,Storage,On-Demand,FinOps,DataTeam,USD
2026-01-19,1418,Amazon RDS,eu-central-1,Dev,13.02,Network,Reserved,FinOps,Miguel,USD
2026-01-19,1126,Amazon EC2,eu-central-1,Dev,74.27,Compute,Reserved,FinOps,DataTeam,USD
2026-01-19,1657,AWS Lambda,eu-central-1,Dev,31.16,Compute,Reserved,Analytics,DataTeam,USD
2026-01-19,1363,Amazon RDS,us-west-2,Production,47.76,Network,On-Demand,WebApp,DevOps,USD
2026-01-19,1559,AWS Lambda,us-west-2,Production,62.1,Compute,Spot,Analytics,Miguel,USD
2026-01-19,1420,Amazon RDS,us-east-1,Dev,94.93,Network,On-Demand,Analytics,DataTeam,USD
2026-01-20,1418,Amazon RDS,eu-central-1,Production,11.81,Storage,Spot,FinOps,Miguel,USD
2026-01-20,1391,CloudFront,us-west-2,QA,48.13,Compute,On-Demand,Analytics,Miguel,USD
2026-01-20,1578,AWS Lambda,eu-central-1,Dev,41.5,Network,Reserved,Analytics,DevOps,USD
2026-01-20,1233,AWS Lambda,eu-central-1,QA,34.75,Compute,Spot,FinOps,DataTeam,USD
2026-01-20,1484,Amazon S3,us-west-2,Dev,40.19,Compute,Spot,WebApp,DataTeam,USD
2026-01-20,1785,Amazon RDS,us-east-1,Dev,13.38,Network,Spot,Analytics,Miguel,USD
2026-01-20,1735,CloudFront,us-west-2,Dev,19.64,Compute,On-Demand,Analytics,Miguel,USD
2026-01-20,1378,CloudFront,eu-central-1,Production,38.84,Storage,On-Demand,WebApp,DataTeam,USD
2026-01-20,1340,Amazon EC2,us-west-2,Production,30.67,Network,Spot,WebApp,Miguel,USD
2026-01-20,1958,Amazon RDS,us-east-1,Production,19.3,Storage,Spot,WebApp,Miguel,USD
2026-01-20,1098,Amazon EC2,us-west-2,QA,59.09,Storage,Spot,FinOps,DevOps,USD
2026-01-20,1519,CloudFront,us-east-1,Dev,72.53,Storage,Spot,WebApp,DevOps,USD
2026-01-20,1865,CloudFront,eu-central-1,QA,55.67,Storage,On-Demand,Analytics,DevOps,USD
2026-01-20,1516,Amazon RDS,us-east-1,Dev,88.32,Storage,On-Demand,WebApp,DevOps,USD
2026-01-20,1303,Amazon S3,us-west-2,Production,33.73,Storage,Spot,FinOps,DataTeam,USD
2026-01-20,1714,AWS Lambda,us-east-1,Production,59.84,Network,On-Demand,Analytics,DevOps,USD
2026-01-20,1603,Amazon S3,eu-central-1,Production,77.63,Network,On-Demand,WebApp,DevOps,USD
2026-01-20,1839,Amazon EC2,us-east-1,Dev,65.82,Compute,Spot,WebApp,DataTeam,USD
2026-01-20,1442,AWS Lambda,us-east-1,Dev,97.3,Compute,Spot,WebApp,DataTeam,USD
2026-01-20,1725,CloudFront,eu-central-1,Production,70.79,Storage,Reserved,FinOps,DataTeam,USD
2026-01-21,1663,Amazon EC2,eu-central-1,QA,95.96,Network,Spot,WebApp,DataTeam,USD
2026-01-21,1112,Amazon S3,eu-central-1,QA,6.36,Compute,On-Demand,FinOps,Miguel,USD
2026-01-21,1140,CloudFront,us-east-1,Dev,77.78,Network,Reserved,WebApp,DevOps,USD
2026-01-21,1801,Amazon EC2,us-west-2,QA,43.72,Storage,Spot,Analytics,DevOps,USD
2026-01-21,1583,AWS Lambda,eu-central-1,QA,81.78,Compute,Reserved,FinOps,Miguel,USD
2026-01-21,1122,AWS Lambda,us-west-2,QA,12.3,Network,Reserved,Analytics,DataTeam,USD
2026-01-21,1321,Amazon RDS,us-west-2,QA,43.27,Network,Spot,Analytics,DevOps,USD
2026-01-21,1903,AWS Lambda,eu-central-1,QA,19.47,Network,Spot,Analytics,Miguel,USD
2026-01-21,1806,CloudFront,us-east-1,Dev,65.85,Compute,On-Demand,FinOps,DevOps,USD
2026-01-21,1786,CloudFront,us-east-1,Dev,16.68,Compute,Spot,WebApp,DataTeam,USD
2026-01-21,1009,Amazon S3,us-west-2,QA,27.98,Storage,On-Demand,WebApp,DataTeam,USD
2026-01-21,1204,Amazon RDS,eu-central-1,Production,73.46,Network,Spot,Analytics,DataTeam,USD
2026-01-21,1759,Amazon S3,us-west-2,Production,10.16,Compute,Spot,FinOps,DevOps,USD
2026-01-21,1860,Amazon EC2,us-west-2,QA,31.24,Storage,On-Demand,WebApp,DataTeam,USD
2026-01-21,1389,Amazon EC2,us-east-1,Dev,12.86,Network,On-Demand,FinOps,DevOps,USD
2026-01-21,1136,AWS Lambda,eu-central-1,QA,34.77,Storage,Spot,WebApp,Miguel,USD
2026-01-21,1176,AWS Lambda,us-west-2,Production,13.48,Storage,Spot,Analytics,Miguel,USD
2026-01-21,1827,Amazon EC2,eu-central-1,Dev,71.87,Storage,Spot,WebApp,Miguel,USD
2026-01-21,1234,CloudFront,us-east-1,Dev,96.77,Network,On-Demand,WebApp,Miguel,USD
2026-01-21,1532,Amazon EC2,eu-central-1,Production,66.19,Storage,On-Demand,FinOps,DataTeam,USD
2026-01-22,1552,Amazon RDS,eu-central-1,Production,15.54,Storage,Spot,FinOps,DevOps,USD
2026-01-22,1012,Amazon EC2,us-west-2,Dev,83.11,Network,Reserved,FinOps,Miguel,USD
2026-01-22,1821,AWS Lambda,us-west-2,Dev,80.64,Network,On-Demand,FinOps,DataTeam,USD
2026-01-22,1727,Amazon EC2,eu-central-1,QA,75.02,Storage,On-Demand,Analytics,DataTeam,USD
2026-01-22,1355,Amazon EC2,us-east-1,Production,39.94,Compute,On-Demand,Analytics,DataTeam,USD
2026-01-22,1564,Amazon S3,eu-central-1,Dev,70.36,Compute,On-Demand,Analytics,DataTeam,USD
2026-01-22,1867,Amazon EC2,us-west-2,QA,7.99,Network,Spot,Analytics,Miguel,USD
2026-01-22,1181,Amazon RDS,us-east-1,Production,88.38,Storage,Reserved,Analytics,Miguel,USD
2026-01-22,1118,Amazon RDS,eu-central-1,Dev,54.52,Storage,Spot,Analytics,Miguel,USD
2026-01-22,1698,Amazon S3,eu-central-1,QA,39.93,Compute,Reserved,WebApp,Miguel,USD
2026-01-22,1032,Amazon EC2,eu-central-1,QA,26.21,Compute,Reserved,WebApp,Miguel,USD
2026-01-22,1972,Amazon RDS,eu-central-1,Production,69.18,Network,On-Demand,WebApp,Miguel,USD
2026-01-22,1213,CloudFront,eu-central-1,Production,72.46,Compute,Reserved,Analytics,Miguel,USD
2026-01-22,1470,Amazon RDS,us-west-2,QA,99.07,Network,On-Demand,Analytics,DevOps,USD
2026-01-22,1277,Amazon RDS,us-east-1,Dev,26.41,Network,Reserved,FinOps,DataTeam,USD
2026-01-22,1393,Amazon EC2,eu-central-1,Dev,31.24,Compute,On-Demand,WebApp,DevOps,USD
2026-01-22,1970,Amazon RDS,eu-central-1,Dev,37.79,Storage,Reserved,FinOps,DevOps,USD
2026-01-22,1685,Amazon EC2,us-west-2,QA,18.99,Compute,On-Demand,WebApp,DataTeam,USD
2026-01-22,1945,Amazon EC2,us-west-2,Production,77.3,Compute,Reserved,FinOps,DataTeam,USD
2026-01-22,1389,CloudFront,us-west-2,QA,81.66,Storage,Reserved,Analytics,DataTeam,USD
2026-01-23,1222,CloudFront,us-west-2,Production,20.75,Compute,On-Demand,WebApp,Miguel,USD
2026-01-23,1751,Amazon EC2,eu-central-1,Dev,55.09,Network,Reserved,FinOps,DevOps,USD
2026-01-23,1559,Amazon RDS,eu-central-1,QA,54.64,Network,On-Demand,FinOps,DataTeam,USD
2026-01-23,1982,AWS Lambda,eu-central-1,QA,64.12,Storage,Reserved,WebApp,Miguel,USD
2026-01-23,1124,AWS Lambda,us-west-2,Dev,96.21,Compute,Reserved,Analytics,DevOps,USD
2026-01-23,1361,CloudFront,us-west-2,Production,27.04,Network,Spot,FinOps,DevOps,USD
2026-01-23,1599,Amazon RDS,us-west-2,QA,86.24,Compute,On-Demand,Analytics,Miguel,USD
2026-01-23,1511,Amazon RDS,us-west-2,Production,65.26,Storage,Reserved,WebApp,DevOps,USD
2026-01-23,1154,CloudFront,us-east-1,Dev,50.68,Compute,On-Demand,Analytics,Miguel,USD
2026-01-23,1545,AWS Lambda,eu-central-1,Dev,9.27,Compute,Spot,FinOps,DevOps,USD
2026-01-23,1403,Amazon RDS,us-east-1,QA,92.25,Compute,Spot,WebApp,DataTeam,USD
2026-01-23,1273,Amazon EC2,us-east-1,Dev,58.59,Network,Reserved,FinOps,DataTeam,USD
2026-01-23,1057,Amazon EC2,us-west-2,Dev,97.57,Network,Reserved,WebApp,DevOps,USD
2026-01-23,1104,Amazon EC2,us-east-1,QA,95.85,Storage,Reserved,FinOps,Miguel,USD
2026-01-23,1579,CloudFront,us-east-1,Production,58.52,Compute,Spot,Analytics,DevOps,USD
2026-01-23,1108,AWS Lambda,eu-central-1,Production,90.86,Storage,On-Demand,FinOps,DataTeam,USD
2026-01-23,1790,Amazon RDS,us-west-2,Production,56.73,Compute,On-Demand,FinOps,DevOps,USD
2026-01-23,1493,Amazon RDS,us-east-1,Production,11.56,Network,Spot,FinOps,Miguel,USD
2026-01-23,1366,AWS Lambda,eu-central-1,Production,36.56,Storage,On-Demand,Analytics,DevOps,USD
2026-01-23,1952,Amazon S3,us-east-1,Production,9.31,Network,On-Demand,FinOps,DevOps,USD
2026-01-24,1829,CloudFront,us-east-1,Dev,61.09,Storage,Reserved,FinOps,Miguel,USD
2026-01-24,1679,Amazon S3,eu-central-1,Production,33.9,Compute,Spot,WebApp,DataTeam,USD
2026-01-24,1987,Amazon RDS,us-west-2,Production,67.99,Network,On-Demand,FinOps,Miguel,USD
2026-01-24,1305,Amazon S3,us-west-2,QA,82.71,Network,Spot,Analytics,Miguel,USD
2026-01-24,1046,AWS Lambda,us-west-2,Production,25.95,Storage,On-Demand,Analytics,Miguel,USD
2026-01-24,1271,Amazon EC2,eu-central-1,Production,56.73,Storage,Spot,Analytics,DevOps,USD
2026-01-24,1976,Amazon EC2,eu-central-1,QA,50.78,Compute,Spot,FinOps,DevOps,USD
2026-01-24,1868,CloudFront,us-west-2,Dev,53.82,Compute,Spot,FinOps,Miguel,USD
2026-01-24,1103,Amazon S3,eu-central-1,Production,48.86,Compute,Spot,WebApp,DataTeam,USD
2026-01-24,1637,CloudFront,us-east-1,Dev,7.93,Compute,On-Demand,FinOps,Miguel,USD
2026-01-24,1307,Amazon RDS,us-east-1,Production,16.29,Compute,Spot,FinOps,DevOps,USD
2026-01-24,1848,Amazon EC2,eu-central-1,QA,20.49,Storage,On-Demand,WebApp,DevOps,USD
2026-01-24,1418,Amazon RDS,us-west-2,QA,63.51,Storage,On-Demand,WebApp,DevOps,USD
2026-01-24,1850,CloudFront,us-west-2,Dev,55.76,Network,On-Demand,FinOps,Miguel,USD
2026-01-24,1335,AWS Lambda,us-west-2,Dev,96.34,Storage,Spot,WebApp,DevOps,USD
2026-01-24,1457,AWS Lambda,us-east-1,Production,34.43,Network,Reserved,Analytics,DevOps,USD
2026-01-24,1996,Amazon EC2,eu-central-1,QA,64.36,Network,Reserved,WebApp,DevOps,USD
2026-01-24,1209,AWS Lambda,us-east-1,Dev,6.88,Compute,Spot,FinOps,DevOps,USD
2026-01-24,1400,Amazon RDS,us-west-2,Dev,45.9,Storage,On-Demand,Analytics,DevOps,USD
2026-01-24,1317,Amazon EC2,us-west-2,Dev,70.12,Compute,Spot,Analytics,DataTeam,USD
2026-01-25,1288,Amazon RDS,us-east-1,QA,74.68,Network,Reserved,WebApp,DevOps,USD
2026-01-25,1759,CloudFront,us-east-1,QA,94.42,Compute,On-Demand,Analytics,DataTeam,USD
2026-01-25,1201,CloudFront,us-east-1,QA,97.21,Compute,Reserved,FinOps,Miguel,USD
2026-01-25,1473,Amazon S3,us-east-1,Dev,37.92,Network,Spot,WebApp,DataTeam,USD
2026-01-25,1344,Amazon S3,eu-central-1,QA,32.31,Storage,Reserved,Analytics,DataTeam,USD
2026-01-25,1438,AWS Lambda,eu-central-1,Production,12.18,Storage,Spot,FinOps,DataTeam,USD
2026-01-25,1107,Amazon RDS,eu-central-1,Production,66.61,Storage,On-Demand,Analytics,DataTeam,USD
2026-01-25,1133,AWS Lambda,eu-central-1,Production,69.22,Compute,Reserved,FinOps,DevOps,USD
2026-01-25,1058,Amazon RDS,us-west-2,Dev,21.54,Network,Reserved,FinOps,DataTeam,USD
2026-01-25,1078,CloudFront,eu-central-1,QA,94.21,Compute,Spot,Analytics,DataTeam,USD
2026-01-25,1283,Amazon EC2,us-east-1,Dev,41.63,Network,On-Demand,FinOps,DevOps,USD
2026-01-25,1649,Amazon EC2,us-east-1,Dev,63.64,Storage,Reserved,FinOps,DataTeam,USD
2026-01-25,1794,Amazon S3,us-west-2,QA,13.8,Network,On-Demand,WebApp,Miguel,USD
2026-01-25,1366,Amazon RDS,eu-central-1,Dev,53.71,Network,Reserved,WebApp,Miguel,USD
2026-01-25,1376,AWS Lambda,us-east-1,QA,71.58,Compute,Spot,FinOps,Miguel,USD
2026-01-25,1046,Amazon RDS,eu-central-1,Dev,25.37,Compute,Spot,Analytics,DevOps,USD
2026-01-25,1945,CloudFront,eu-central-1,QA,62.64,Network,Reserved,Analytics,DevOps,USD
2026-01-25,1337,Amazon S3,us-west-2,Production,83.18,Network,Spot,FinOps,DataTeam,USD
2026-01-25,1969,AWS Lambda,us-west-2,Dev,29.07,Network,Reserved,WebApp,DataTeam,USD
2026-01-25,1720,Amazon S3,us-east-1,Dev,60.52,Compute,Spot,FinOps,Miguel,USD
2026-01-26,1648,CloudFront,us-west-2,Production,48.16,Compute,Reserved,WebApp,DevOps,USD
2026-01-26,1741,Amazon RDS,us-west-2,QA,66.69,Compute,Spot,Analytics,DataTeam,USD
2026-01-26,1697,AWS Lambda,us-east-1,Dev,33.6,Network,On-Demand,WebApp,DataTeam,USD
2026-01-26,1987,Amazon RDS,eu-central-1,Dev,77.62,Storage,Reserved,Analytics,Miguel,USD
2026-01-26,1613,Amazon EC2,us-west-2,Dev,20.24,Compute,On-Demand,Analytics,Miguel,USD
2026-01-26,1454,Amazon S3,eu-central-1,Dev,83.52,Network,Spot,FinOps,Miguel,USD
2026-01-26,1139,Amazon RDS,eu-central-1,QA,55.88,Compute,On-Demand,WebApp,DataTeam,USD
2026-01-26,1855,Amazon RDS,us-east-1,Dev,34.24,Network,On-Demand,Analytics,DataTeam,USD
2026-01-26,1361,Amazon EC2,us-west-2,Production,27.02,Compute,On-Demand,FinOps,Miguel,USD
2026-01-26,1108,AWS Lambda,eu-central-1,Production,23.42,Storage,On-Demand,Analytics,DevOps,USD
2026-01-26,1075,Amazon EC2,eu-central-1,Production,44.38,Network,Reserved,FinOps,Miguel,USD
2026-01-26,1598,CloudFront,us-east-1,QA,41.56,Network,On-Demand,FinOps,DevOps,USD
2026-01-26,1449,CloudFront,us-east-1,QA,80.0,Storage,Reserved,Analytics,Miguel,USD
2026-01-26,1637,Amazon EC2,eu-central-1,QA,88.76,Storage,Reserved,WebApp,DevOps,USD
2026-01-26,1673,Amazon RDS,us-east-1,QA,62.74,Storage,Spot,WebApp,DevOps,USD
2026-01-26,1117,AWS Lambda,eu-central-1,QA,96.19,Network,On-Demand,FinOps,DevOps,USD
2026-01-26,1957,Amazon EC2,us-east-1,Production,69.5,Network,Reserved,FinOps,Miguel,USD
2026-01-26,1353,Amazon S3,eu-central-1,Dev,87.7,Storage,On-Demand,WebApp,Miguel,USD
2026-01-26,1244,Amazon EC2,us-east-1,Dev,46.71,Storage,On-Demand,WebApp,Miguel,USD
2026-01-26,1793,CloudFront,us-east-1,Production,24.41,Compute,Spot,FinOps,Miguel,USD
2026-01-27,1573,Amazon EC2,us-east-1,Production,11.56,Compute,Spot,WebApp,Miguel,USD
2026-01-27,1415,CloudFront,us-west-2,Dev,74.48,Compute,On-Demand,FinOps,Miguel,USD
2026-01-27,1498,Amazon EC2,eu-central-1,QA,80.2,Storage,On-Demand,WebApp,DevOps,USD
